,dateRep,day,month,year,cases,deaths,countriesAndTerritories,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,percentage_handwashing_facility_2020
30993,2020-10-09,10,9,2020,104,8,Kenya,KEN,52573967.0,Africa,4.64868858,27
30994,2020-09-09,9,9,2020,151,0,Kenya,KEN,52573967.0,Africa,4.85601553,27
30995,2020-08-09,8,9,2020,102,2,Kenya,KEN,52573967.0,Africa,5.03671332,27
30996,2020-07-09,7,9,2020,83,3,Kenya,KEN,52573967.0,Africa,5.20980279,27
30997,2020-06-09,6,9,2020,136,5,Kenya,KEN,52573967.0,Africa,5.51984217,27
30998,2020-05-09,5,9,2020,179,4,Kenya,KEN,52573967.0,Africa,5.93639814,27
30999,2020-04-09,4,9,2020,212,8,Kenya,KEN,52573967.0,Africa,6.20839588,27
31000,2020-03-09,3,9,2020,178,0,Kenya,KEN,52573967.0,Africa,6.61544144,27
31001,2020-02-09,2,9,2020,114,0,Kenya,KEN,52573967.0,Africa,6.99775994,27
31002,2020-01-09,1,9,2020,144,3,Kenya,KEN,52573967.0,Africa,7.29638682,27
31003,2020-08-31,31,8,2020,263,2,Kenya,KEN,52573967.0,Africa,7.48849711,27
31004,2020-08-30,30,8,2020,164,5,Kenya,KEN,52573967.0,Africa,7.50371377,27
31005,2020-08-29,29,8,2020,241,0,Kenya,KEN,52573967.0,Africa,8.17134457,27
31006,2020-08-28,28,8,2020,373,3,Kenya,KEN,52573967.0,Africa,8.8161504,27
31007,2020-08-27,27,8,2020,213,5,Kenya,KEN,52573967.0,Africa,9.34302713,27
31008,2020-08-26,26,8,2020,246,5,Kenya,KEN,52573967.0,Africa,10.22939737,27
31009,2020-08-25,25,8,2020,193,6,Kenya,KEN,52573967.0,Africa,10.70681997,27
31010,2020-08-24,24,8,2020,246,6,Kenya,KEN,52573967.0,Africa,11.27554251,27
31011,2020-08-23,23,8,2020,355,10,Kenya,KEN,52573967.0,Africa,11.94697748,27
31012,2020-08-22,22,8,2020,322,16,Kenya,KEN,52573967.0,Africa,12.60129372,27
31013,2020-08-21,21,8,2020,426,10,Kenya,KEN,52573967.0,Africa,13.37163695,27
31014,2020-08-20,20,8,2020,379,19,Kenya,KEN,52573967.0,Africa,13.58467015,27
31015,2020-08-19,19,8,2020,271,5,Kenya,KEN,52573967.0,Africa,14.14007811,27
31016,2020-08-18,18,8,2020,245,8,Kenya,KEN,52573967.0,Africa,14.77537352,27
31017,2020-08-17,17,8,2020,271,2,Kenya,KEN,52573967.0,Africa,15.34409606,27
31018,2020-08-16,16,8,2020,515,7,Kenya,KEN,52573967.0,Africa,16.14106845,27
31019,2020-08-15,15,8,2020,580,5,Kenya,KEN,52573967.0,Africa,16.54430985,27
31020,2020-08-14,14,8,2020,650,4,Kenya,KEN,52573967.0,Africa,16.81630758,27
31021,2020-08-13,13,8,2020,679,18,Kenya,KEN,52573967.0,Africa,17.07879491,27
31022,2020-12-08,12,8,2020,497,15,Kenya,KEN,52573967.0,Africa,16.82201383,27
31023,2020-11-08,11,8,2020,492,3,Kenya,KEN,52573967.0,Africa,17.02934078,27
31024,2020-10-08,10,8,2020,599,2,Kenya,KEN,52573967.0,Africa,16.80109093,27
31025,2020-09-08,9,8,2020,699,5,Kenya,KEN,52573967.0,Africa,17.48774256,27
31026,2020-08-08,8,8,2020,727,14,Kenya,KEN,52573967.0,Africa,16.87146796,27
31027,2020-07-08,7,8,2020,538,8,Kenya,KEN,52573967.0,Africa,16.75734304,27
31028,2020-06-08,6,8,2020,671,3,Kenya,KEN,52573967.0,Africa,17.24808021,27
31029,2020-05-08,5,8,2020,605,6,Kenya,KEN,52573967.0,Africa,17.18340942,27
31030,2020-04-08,4,8,2020,544,13,Kenya,KEN,52573967.0,Africa,16.78777635,27
31031,2020-03-08,3,8,2020,690,5,Kenya,KEN,52573967.0,Africa,16.54811401,27
31032,2020-02-08,2,8,2020,727,23,Kenya,KEN,52573967.0,Africa,16.38263287,27
31033,2020-01-08,1,8,2020,723,16,Kenya,KEN,52573967.0,Africa,16.30845167,27
31034,2020-07-31,31,7,2020,788,14,Kenya,KEN,52573967.0,Africa,15.67315626,27
31035,2020-07-30,30,7,2020,544,12,Kenya,KEN,52573967.0,Africa,14.97509214,27
31036,2020-07-29,29,7,2020,606,14,Kenya,KEN,52573967.0,Africa,14.81721933,27
31037,2020-07-28,28,7,2020,372,5,Kenya,KEN,52573967.0,Africa,14.60989238,27
31038,2020-07-27,27,7,2020,960,2,Kenya,KEN,52573967.0,Africa,14.26181136,27
31039,2020-07-26,26,7,2020,375,4,Kenya,KEN,52573967.0,Africa,13.15670168,27
31040,2020-07-25,25,7,2020,667,11,Kenya,KEN,52573967.0,Africa,12.97219972,27
31041,2020-07-24,24,7,2020,796,3,Kenya,KEN,52573967.0,Africa,12.6031958,27
31042,2020-07-23,23,7,2020,637,10,Kenya,KEN,52573967.0,Africa,11.93936916,27
31043,2020-07-22,22,7,2020,397,12,Kenya,KEN,52573967.0,Africa,11.25652169,27
31044,2020-07-21,21,7,2020,418,4,Kenya,KEN,52573967.0,Africa,10.84947613,27
31045,2020-07-20,20,7,2020,603,9,Kenya,KEN,52573967.0,Africa,10.39868268,27
31046,2020-07-19,19,7,2020,688,3,Kenya,KEN,52573967.0,Africa,9.83947055,27
31047,2020-07-18,18,7,2020,389,9,Kenya,KEN,52573967.0,Africa,9.27074801,27
31048,2020-07-17,17,7,2020,421,4,Kenya,KEN,52573967.0,Africa,9.00065236,27
31049,2020-07-16,16,7,2020,461,7,Kenya,KEN,52573967.0,Africa,8.7096338,27
31050,2020-07-15,15,7,2020,497,5,Kenya,KEN,52573967.0,Africa,8.41671316,27
31051,2020-07-14,14,7,2020,189,12,Kenya,KEN,52573967.0,Africa,7.80614482,27
31052,2020-07-13,13,7,2020,379,1,Kenya,KEN,52573967.0,Africa,7.67490115,27
31053,2020-12-07,12,7,2020,278,3,Kenya,KEN,52573967.0,Africa,7.44665131,27
31054,2020-11-07,11,7,2020,473,8,Kenya,KEN,52573967.0,Africa,7.44665131,27
31055,2020-10-07,10,7,2020,447,4,Kenya,KEN,52573967.0,Africa,6.83037671,27
31056,2020-09-07,9,7,2020,278,2,Kenya,KEN,52573967.0,Africa,6.31871664,27
31057,2020-08-07,8,7,2020,183,3,Kenya,KEN,52573967.0,Africa,6.27306667,27
31058,2020-07-07,7,7,2020,181,4,Kenya,KEN,52573967.0,Africa,6.21980837,27
31059,2020-06-07,6,7,2020,309,1,Kenya,KEN,52573967.0,Africa,5.98775436,27
31060,2020-05-07,5,7,2020,389,5,Kenya,KEN,52573967.0,Africa,5.89455234,27
31061,2020-04-07,4,7,2020,247,2,Kenya,KEN,52573967.0,Africa,5.35245895,27
31062,2020-03-07,3,7,2020,268,3,Kenya,KEN,52573967.0,Africa,5.10518828,27
31063,2020-02-07,2,7,2020,307,1,Kenya,KEN,52573967.0,Africa,5.00057376,27
31064,2020-01-07,1,7,2020,176,4,Kenya,KEN,52573967.0,Africa,4.76661767,27
31065,2020-06-30,30,6,2020,120,1,Kenya,KEN,52573967.0,Africa,4.68482814,27
31066,2020-06-29,29,6,2020,259,2,Kenya,KEN,52573967.0,Africa,4.70955521,27
31067,2020-06-28,28,6,2020,278,4,Kenya,KEN,52573967.0,Africa,4.47750119,27
31068,2020-06-27,27,6,2020,149,5,Kenya,KEN,52573967.0,Africa,4.23783885,27
31069,2020-06-26,26,6,2020,178,2,Kenya,KEN,52573967.0,Africa,4.12561601,27
31070,2020-06-25,25,6,2020,254,2,Kenya,KEN,52573967.0,Africa,4.01719733,27
31071,2020-06-24,24,6,2020,155,3,Kenya,KEN,52573967.0,Africa,3.7337871,27
31072,2020-06-23,23,6,2020,59,2,Kenya,KEN,52573967.0,Africa,3.68052881,27
31073,2020-06-22,22,6,2020,260,2,Kenya,KEN,52573967.0,Africa,3.74900376,27
31074,2020-06-21,21,6,2020,104,2,Kenya,KEN,52573967.0,Africa,3.57211013,27
31075,2020-06-20,20,6,2020,117,2,Kenya,KEN,52573967.0,Africa,3.61395593,27
31076,2020-06-19,19,6,2020,213,10,Kenya,KEN,52573967.0,Africa,3.64629133,27
31077,2020-06-18,18,6,2020,184,2,Kenya,KEN,52573967.0,Africa,3.47700602,27
31078,2020-06-17,17,6,2020,133,1,Kenya,KEN,52573967.0,Africa,3.36097902,27
31079,2020-06-16,16,6,2020,133,1,Kenya,KEN,52573967.0,Africa,3.24495201,27
31080,2020-06-15,15,6,2020,137,3,Kenya,KEN,52573967.0,Africa,3.10419794,27
31081,2020-06-14,14,6,2020,152,4,Kenya,KEN,52573967.0,Africa,2.98436677,27
31082,2020-06-13,13,6,2020,90,4,Kenya,KEN,52573967.0,Africa,2.96724803,27
31083,2020-12-06,12,6,2020,121,3,Kenya,KEN,52573967.0,Africa,3.03762507,27
31084,2020-11-06,11,6,2020,105,1,Kenya,KEN,52573967.0,Africa,3.0870792,27
31085,2020-10-06,10,6,2020,127,3,Kenya,KEN,52573967.0,Africa,3.12131668,27
31086,2020-09-06,9,6,2020,95,1,Kenya,KEN,52573967.0,Africa,2.99768134,27
31087,2020-08-06,8,6,2020,167,1,Kenya,KEN,52573967.0,Africa,2.95393346,27
31088,2020-07-06,7,6,2020,126,4,Kenya,KEN,52573967.0,Africa,2.67813156,27
31089,2020-06-06,6,6,2020,134,1,Kenya,KEN,52573967.0,Africa,2.49743376,27
31090,2020-05-06,5,6,2020,124,4,Kenya,KEN,52573967.0,Africa,2.34146303,27
31091,2020-04-06,4,6,2020,123,3,Kenya,KEN,52573967.0,Africa,2.25777142,27
31092,2020-03-06,3,6,2020,72,2,Kenya,KEN,52573967.0,Africa,2.14935274,27
31093,2020-02-06,2,6,2020,59,5,Kenya,KEN,52573967.0,Africa,2.10940902,27
31094,2020-01-06,1,6,2020,74,1,Kenya,KEN,52573967.0,Africa,2.04473823,27
31095,2020-05-31,31,5,2020,143,1,Kenya,KEN,52573967.0,Africa,2.01240283,27
31096,2020-05-30,30,5,2020,127,4,Kenya,KEN,52573967.0,Africa,1.83360712,27
31097,2020-05-29,29,5,2020,147,3,Kenya,KEN,52573967.0,Africa,1.63579058,27
31098,2020-05-28,28,5,2020,123,3,Kenya,KEN,52573967.0,Africa,1.39612824,27
31099,2020-05-27,27,5,2020,62,0,Kenya,KEN,52573967.0,Africa,1.20401795,27
31100,2020-05-26,26,5,2020,72,1,Kenya,KEN,52573967.0,Africa,1.11462009,27
31101,2020-05-25,25,5,2020,22,1,Kenya,KEN,52573967.0,Africa,1.03092848,27
31102,2020-05-24,24,5,2020,31,0,Kenya,KEN,52573967.0,Africa,1.03283056,27
31103,2020-05-23,23,5,2020,52,0,Kenya,KEN,52573967.0,Africa,1.02712432,27
31104,2020-05-22,22,5,2020,80,0,Kenya,KEN,52573967.0,Africa,0.9548452,27
31105,2020-05-21,21,5,2020,66,0,Kenya,KEN,52573967.0,Africa,0.85023069,27
31106,2020-05-20,20,5,2020,51,0,Kenya,KEN,52573967.0,Africa,0.81409113,27
31107,2020-05-19,19,5,2020,25,0,Kenya,KEN,52573967.0,Africa,0.80267863,27
31108,2020-05-18,18,5,2020,57,0,Kenya,KEN,52573967.0,Africa,0.80267863,27
31109,2020-05-17,17,5,2020,49,5,Kenya,KEN,52573967.0,Africa,0.75132242,27
31110,2020-05-16,16,5,2020,23,3,Kenya,KEN,52573967.0,Africa,0.70377037,27
31111,2020-05-15,15,5,2020,21,2,Kenya,KEN,52573967.0,Africa,0.68855371,27
31112,2020-05-14,14,5,2020,22,4,Kenya,KEN,52573967.0,Africa,0.67143497,27
31113,2020-05-13,13,5,2020,15,3,Kenya,KEN,52573967.0,Africa,0.64860999,27
31114,2020-12-05,12,5,2020,28,1,Kenya,KEN,52573967.0,Africa,0.64100166,27
31115,2020-11-05,11,5,2020,23,2,Kenya,KEN,52573967.0,Africa,0.60296002,27
31116,2020-10-05,10,5,2020,28,1,Kenya,KEN,52573967.0,Africa,0.58203711,27
31117,2020-09-05,9,5,2020,14,0,Kenya,KEN,52573967.0,Africa,0.54209339,27
31118,2020-08-05,8,5,2020,25,3,Kenya,KEN,52573967.0,Africa,0.54589755,27
31119,2020-07-05,7,5,2020,47,2,Kenya,KEN,52573967.0,Africa,0.5306809,27
31120,2020-06-05,6,5,2020,45,0,Kenya,KEN,52573967.0,Africa,0.48312885,27
31121,2020-05-05,5,5,2020,25,0,Kenya,KEN,52573967.0,Africa,0.39753515,27
31122,2020-04-05,4,5,2020,30,2,Kenya,KEN,52573967.0,Africa,0.370906,27
31123,2020-03-05,3,5,2020,24,1,Kenya,KEN,52573967.0,Africa,0.3290602,27
31124,2020-02-05,2,5,2020,15,4,Kenya,KEN,52573967.0,Africa,0.31384354,27
31125,2020-01-05,1,5,2020,12,2,Kenya,KEN,52573967.0,Africa,0.3081373,27
31126,2020-04-30,30,4,2020,10,1,Kenya,KEN,52573967.0,Africa,0.30243105,27
31127,2020-04-29,29,4,2020,11,0,Kenya,KEN,52573967.0,Africa,0.30052897,27
31128,2020-04-28,28,4,2020,8,0,Kenya,KEN,52573967.0,Africa,0.29482272,27
31129,2020-04-27,27,4,2020,12,0,Kenya,KEN,52573967.0,Africa,0.30052897,27
31130,2020-04-26,26,4,2020,7,0,Kenya,KEN,52573967.0,Africa,0.28911647,27
31131,2020-04-25,25,4,2020,16,0,Kenya,KEN,52573967.0,Africa,0.27960606,27
31132,2020-04-24,24,4,2020,17,0,Kenya,KEN,52573967.0,Africa,0.25868316,27
31133,2020-04-23,23,4,2020,22,0,Kenya,KEN,52573967.0,Africa,0.23585818,27
31134,2020-04-22,22,4,2020,0,0,Kenya,KEN,52573967.0,Africa,0.20732695,27
31135,2020-04-21,21,4,2020,11,0,Kenya,KEN,52573967.0,Africa,0.23395609,27
31136,2020-04-20,20,4,2020,8,2,Kenya,KEN,52573967.0,Africa,0.24346651,27
31137,2020-04-19,19,4,2020,16,1,Kenya,KEN,52573967.0,Africa,0.25868316,27
31138,2020-04-18,18,4,2020,12,0,Kenya,KEN,52573967.0,Africa,0.23585818,27
31139,2020-04-17,17,4,2020,9,1,Kenya,KEN,52573967.0,Africa,0.23585818,27
31140,2020-04-16,16,4,2020,9,1,Kenya,KEN,52573967.0,Africa,0.27389982,27
31141,2020-04-15,15,4,2020,8,0,Kenya,KEN,52573967.0,Africa,0.29862689,27
31142,2020-04-14,14,4,2020,11,1,Kenya,KEN,52573967.0,Africa,0.30052897,27
31143,2020-04-13,13,4,2020,6,1,Kenya,KEN,52573967.0,Africa,0.29482272,27
31144,2020-12-04,12,4,2020,2,0,Kenya,KEN,52573967.0,Africa,0.29101856,27
31145,2020-11-04,11,4,2020,5,0,Kenya,KEN,52573967.0,Africa,0.30052897,27
31146,2020-10-04,10,4,2020,5,1,Kenya,KEN,52573967.0,Africa,0.29101856,27
31147,2020-09-04,9,4,2020,7,0,Kenya,KEN,52573967.0,Africa,0.29292064,27
31148,2020-08-04,8,4,2020,14,2,Kenya,KEN,52573967.0,Africa,0.27960606,27
31149,2020-07-04,7,4,2020,16,0,Kenya,KEN,52573967.0,Africa,0.27009565,27
31150,2020-06-04,6,4,2020,16,0,Kenya,KEN,52573967.0,Africa,0.24156442,27
31151,2020-05-04,5,4,2020,4,0,Kenya,KEN,52573967.0,Africa,0.22634777,27
31152,2020-04-04,4,4,2020,12,1,Kenya,KEN,52573967.0,Africa,0.21873944,27
31153,2020-03-04,3,4,2020,29,2,Kenya,KEN,52573967.0,Africa,0.19591445,27
31154,2020-02-04,2,4,2020,22,0,Kenya,KEN,52573967.0,Africa,0.14075407,27
31155,2020-01-04,1,4,2020,9,0,Kenya,KEN,52573967.0,Africa,0.10461451,27
31156,2020-03-31,31,3,2020,8,0,Kenya,KEN,52573967.0,Africa,0.08939786,27
31157,2020-03-30,30,3,2020,4,0,Kenya,KEN,52573967.0,Africa,0.0741812,27
31158,2020-03-29,29,3,2020,7,0,Kenya,KEN,52573967.0,Africa,0.07037704,27
31159,2020-03-28,28,3,2020,0,0,Kenya,KEN,52573967.0,Africa,0.05706246,27
31160,2020-03-27,27,3,2020,6,1,Kenya,KEN,52573967.0,Africa,0.05896454,27
31797,2020-12-14,14,12,2020,318,5,Kyrgyzstan,KGZ,6415851.0,Asia,75.85899361,100
31798,2020-12-13,13,12,2020,297,0,Kyrgyzstan,KGZ,6415851.0,Asia,76.82535021,100
31799,2020-12-12,12,12,2020,341,0,Kyrgyzstan,KGZ,6415851.0,Asia,79.30358732,100
31800,2020-11-12,11,12,2020,327,1,Kyrgyzstan,KGZ,6415851.0,Asia,80.58167186,100
31801,2020-10-12,10,12,2020,379,3,Kyrgyzstan,KGZ,6415851.0,Asia,81.36099171,100
31802,2020-09-12,9,12,2020,322,2,Kyrgyzstan,KGZ,6415851.0,Asia,82.10913876,100
31803,2020-08-12,8,12,2020,295,4,Kyrgyzstan,KGZ,6415851.0,Asia,82.98197698,100
31804,2020-07-12,7,12,2020,422,2,Kyrgyzstan,KGZ,6415851.0,Asia,85.8810468,100
31805,2020-06-12,6,12,2020,199,5,Kyrgyzstan,KGZ,6415851.0,Asia,84.04185197,100
31806,2020-05-12,5,12,2020,401,5,Kyrgyzstan,KGZ,6415851.0,Asia,87.67348244,100
31807,2020-04-12,4,12,2020,440,4,Kyrgyzstan,KGZ,6415851.0,Asia,88.3904567,100
31808,2020-03-12,3,12,2020,420,4,Kyrgyzstan,KGZ,6415851.0,Asia,87.54879127,100
31809,2020-02-12,2,12,2020,335,2,Kyrgyzstan,KGZ,6415851.0,Asia,87.57996406,100
31810,2020-01-12,1,12,2020,371,4,Kyrgyzstan,KGZ,6415851.0,Asia,88.98273978,100
31811,2020-11-30,30,11,2020,380,5,Kyrgyzstan,KGZ,6415851.0,Asia,90.77517542,100
31812,2020-11-29,29,11,2020,456,4,Kyrgyzstan,KGZ,6415851.0,Asia,92.31822871,100
31813,2020-11-28,28,11,2020,423,6,Kyrgyzstan,KGZ,6415851.0,Asia,93.79893642,100
31814,2020-11-27,27,11,2020,377,5,Kyrgyzstan,KGZ,6415851.0,Asia,94.98350258,100
31815,2020-11-26,26,11,2020,427,6,Kyrgyzstan,KGZ,6415851.0,Asia,97.94491799,100
31816,2020-11-25,25,11,2020,378,4,Kyrgyzstan,KGZ,6415851.0,Asia,99.50355767,100
31817,2020-11-24,24,11,2020,481,4,Kyrgyzstan,KGZ,6415851.0,Asia,99.8464584,100
31818,2020-11-23,23,11,2020,304,6,Kyrgyzstan,KGZ,6415851.0,Asia,101.23364773,100
31819,2020-11-22,22,11,2020,432,4,Kyrgyzstan,KGZ,6415851.0,Asia,105.39521569,100
31820,2020-11-21,21,11,2020,447,4,Kyrgyzstan,KGZ,6415851.0,Asia,106.68888663,100
31821,2020-11-20,20,11,2020,386,6,Kyrgyzstan,KGZ,6415851.0,Asia,108.38780389,100
31822,2020-11-19,19,11,2020,422,5,Kyrgyzstan,KGZ,6415851.0,Asia,109.21388293,100
31823,2020-11-18,18,11,2020,425,5,Kyrgyzstan,KGZ,6415851.0,Asia,110.97514578,100
31824,2020-11-17,17,11,2020,486,4,Kyrgyzstan,KGZ,6415851.0,Asia,112.06619356,100
31825,2020-11-16,16,11,2020,479,4,Kyrgyzstan,KGZ,6415851.0,Asia,110.72576343,100
31826,2020-11-15,15,11,2020,551,3,Kyrgyzstan,KGZ,6415851.0,Asia,110.05554836,100
31827,2020-11-14,14,11,2020,499,1,Kyrgyzstan,KGZ,6415851.0,Asia,110.27375792,100
31828,2020-11-13,13,11,2020,567,2,Kyrgyzstan,KGZ,6415851.0,Asia,110.03996196,100
31829,2020-12-11,12,11,2020,527,5,Kyrgyzstan,KGZ,6415851.0,Asia,110.49196747,100
31830,2020-11-11,11,11,2020,400,3,Kyrgyzstan,KGZ,6415851.0,Asia,110.41403549,100
31831,2020-10-11,10,11,2020,570,3,Kyrgyzstan,KGZ,6415851.0,Asia,112.56495826,100
31832,2020-09-11,9,11,2020,571,5,Kyrgyzstan,KGZ,6415851.0,Asia,112.53378546,100
31833,2020-08-11,8,11,2020,515,5,Kyrgyzstan,KGZ,6415851.0,Asia,110.18023953,100
31834,2020-07-11,7,11,2020,556,2,Kyrgyzstan,KGZ,6415851.0,Asia,111.59860165,100
31835,2020-06-11,6,11,2020,439,3,Kyrgyzstan,KGZ,6415851.0,Asia,111.59860165,100
31836,2020-05-11,5,11,2020,535,4,Kyrgyzstan,KGZ,6415851.0,Asia,113.8274564,100
31837,2020-04-11,4,11,2020,495,4,Kyrgyzstan,KGZ,6415851.0,Asia,114.01449317,100
31838,2020-03-11,3,11,2020,400,4,Kyrgyzstan,KGZ,6415851.0,Asia,114.8561586,100
31839,2020-02-11,2,11,2020,436,5,Kyrgyzstan,KGZ,6415851.0,Asia,114.60677625,100
31840,2020-01-11,1,11,2020,565,5,Kyrgyzstan,KGZ,6415851.0,Asia,123.95861438,100
31841,2020-10-31,31,10,2020,484,3,Kyrgyzstan,KGZ,6415851.0,Asia,115.15230014,100
31842,2020-10-30,30,10,2020,596,3,Kyrgyzstan,KGZ,6415851.0,Asia,114.93409058,100
31843,2020-10-29,29,10,2020,522,1,Kyrgyzstan,KGZ,6415851.0,Asia,112.3623351,100
31844,2020-10-28,28,10,2020,538,2,Kyrgyzstan,KGZ,6415851.0,Asia,110.27375792,100
31845,2020-10-27,27,10,2020,568,2,Kyrgyzstan,KGZ,6415851.0,Asia,107.03178737,100
31846,2020-10-26,26,10,2020,420,0,Kyrgyzstan,KGZ,6415851.0,Asia,108.16959434,100
31847,2020-10-25,25,10,2020,606,4,Kyrgyzstan,KGZ,6415851.0,Asia,106.39274509,100
31848,2020-10-24,24,10,2020,556,4,Kyrgyzstan,KGZ,6415851.0,Asia,96.94738858,100
31849,2020-10-23,23,10,2020,582,4,Kyrgyzstan,KGZ,6415851.0,Asia,93.06637576,100
31850,2020-10-22,22,10,2020,547,4,Kyrgyzstan,KGZ,6415851.0,Asia,92.10001916,100
31851,2020-10-21,21,10,2020,549,5,Kyrgyzstan,KGZ,6415851.0,Asia,88.21900633,100
31852,2020-10-20,20,10,2020,384,2,Kyrgyzstan,KGZ,6415851.0,Asia,79.66207445,100
31853,2020-10-19,19,10,2020,1036,3,Kyrgyzstan,KGZ,6415851.0,Asia,76.23306713,100
31854,2020-10-18,18,10,2020,0,0,Kyrgyzstan,KGZ,6415851.0,Asia,63.31194412,100
31855,2020-10-17,17,10,2020,470,5,Kyrgyzstan,KGZ,6415851.0,Asia,67.11502496,100
31856,2020-10-16,16,10,2020,431,4,Kyrgyzstan,KGZ,6415851.0,Asia,61.78447723,100
31857,2020-10-15,15,10,2020,388,5,Kyrgyzstan,KGZ,6415851.0,Asia,58.4178155,100
31858,2020-10-14,14,10,2020,330,2,Kyrgyzstan,KGZ,6415851.0,Asia,55.05115378,100
31859,2020-10-13,13,10,2020,641,7,Kyrgyzstan,KGZ,6415851.0,Asia,52.19884315,100
31860,2020-12-10,12,10,2020,306,3,Kyrgyzstan,KGZ,6415851.0,Asia,44.81089103,100
31861,2020-11-10,11,10,2020,0,0,Kyrgyzstan,KGZ,6415851.0,Asia,41.66243886,100
31862,2020-10-10,10,10,2020,307,5,Kyrgyzstan,KGZ,6415851.0,Asia,44.17184875,100
31863,2020-09-10,9,10,2020,520,8,Kyrgyzstan,KGZ,6415851.0,Asia,41.84947562,100
31864,2020-08-10,8,10,2020,298,3,Kyrgyzstan,KGZ,6415851.0,Asia,36.4721687,100
31865,2020-07-10,7,10,2020,0,0,Kyrgyzstan,KGZ,6415851.0,Asia,33.80689483,100
31866,2020-06-10,6,10,2020,164,0,Kyrgyzstan,KGZ,6415851.0,Asia,35.17849776,100
31867,2020-05-10,5,10,2020,207,0,Kyrgyzstan,KGZ,6415851.0,Asia,33.72896285,100
31868,2020-04-10,4,10,2020,244,1,Kyrgyzstan,KGZ,6415851.0,Asia,31.35983052,100
31869,2020-03-10,3,10,2020,128,0,Kyrgyzstan,KGZ,6415851.0,Asia,28.81924783,100
31870,2020-02-10,2,10,2020,215,0,Kyrgyzstan,KGZ,6415851.0,Asia,28.24255114,100
31871,2020-01-10,1,10,2020,172,1,Kyrgyzstan,KGZ,6415851.0,Asia,26.30983793,100
31872,2020-09-30,30,9,2020,147,0,Kyrgyzstan,KGZ,6415851.0,Asia,24.89147582,100
31873,2020-09-29,29,9,2020,167,0,Kyrgyzstan,KGZ,6415851.0,Asia,24.84471662,100
31874,2020-09-28,28,9,2020,104,1,Kyrgyzstan,KGZ,6415851.0,Asia,22.24178835,100
31875,2020-09-27,27,9,2020,161,0,Kyrgyzstan,KGZ,6415851.0,Asia,21.35336372,100
31876,2020-09-26,26,9,2020,158,0,Kyrgyzstan,KGZ,6415851.0,Asia,19.67003286,100
31877,2020-09-25,25,9,2020,175,0,Kyrgyzstan,KGZ,6415851.0,Asia,19.4518233,100
31878,2020-09-24,24,9,2020,127,0,Kyrgyzstan,KGZ,6415851.0,Asia,16.72420385,100
31879,2020-09-23,23,9,2020,88,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.85136563,100
31880,2020-09-22,22,9,2020,71,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.83577923,100
31881,2020-09-21,21,9,2020,55,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.89812482,100
31882,2020-09-20,20,9,2020,81,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.78902004,100
31883,2020-09-19,19,9,2020,91,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.88253842,100
31884,2020-09-18,18,9,2020,91,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.85136563,100
31885,2020-09-17,17,9,2020,81,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.86695202,100
31886,2020-09-16,16,9,2020,144,0,Kyrgyzstan,KGZ,6415851.0,Asia,16.14750717,100
31887,2020-09-15,15,9,2020,0,0,Kyrgyzstan,KGZ,6415851.0,Asia,15.11880497,100
31888,2020-09-14,14,9,2020,47,0,Kyrgyzstan,KGZ,6415851.0,Asia,16.05398878,100
31889,2020-09-13,13,9,2020,53,0,Kyrgyzstan,KGZ,6415851.0,Asia,16.53716709,100
31890,2020-12-09,12,9,2020,144,0,Kyrgyzstan,KGZ,6415851.0,Asia,17.39441892,100
31891,2020-11-09,11,9,2020,0,2,Kyrgyzstan,KGZ,6415851.0,Asia,17.09827738,100
31892,2020-10-09,10,9,2020,71,0,Kyrgyzstan,KGZ,6415851.0,Asia,19.09333618,100
31893,2020-09-09,9,9,2020,87,1,Kyrgyzstan,KGZ,6415851.0,Asia,19.56092808,100
31894,2020-08-09,8,9,2020,75,0,Kyrgyzstan,KGZ,6415851.0,Asia,19.9661744,100
31895,2020-07-09,7,9,2020,48,0,Kyrgyzstan,KGZ,6415851.0,Asia,20.65197586,100
31896,2020-06-09,6,9,2020,87,0,Kyrgyzstan,KGZ,6415851.0,Asia,23.59780487,100
31897,2020-05-09,5,9,2020,89,0,Kyrgyzstan,KGZ,6415851.0,Asia,25.14085817,100
31898,2020-04-09,4,9,2020,92,1,Kyrgyzstan,KGZ,6415851.0,Asia,23.75366884,100
31899,2020-03-09,3,9,2020,99,0,Kyrgyzstan,KGZ,6415851.0,Asia,28.21137835,100
31900,2020-02-09,2,9,2020,78,0,Kyrgyzstan,KGZ,6415851.0,Asia,29.4582901,100
31901,2020-01-09,1,9,2020,60,1,Kyrgyzstan,KGZ,6415851.0,Asia,28.24255114,100
31902,2020-08-31,31,8,2020,78,0,Kyrgyzstan,KGZ,6415851.0,Asia,29.72325885,100
31903,2020-08-30,30,8,2020,108,1,Kyrgyzstan,KGZ,6415851.0,Asia,30.61168347,100
31904,2020-08-29,29,8,2020,125,0,Kyrgyzstan,KGZ,6415851.0,Asia,36.4565823,100
