,dateRep,day,month,year,cases,deaths,countriesAndTerritories,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,percentage_handwashing_facility_2020
0,2020-12-14,14,12,2020,746,6,Afghanistan,AFG,38041757.0,Asia,9.01377925,38
1,2020-12-13,13,12,2020,298,9,Afghanistan,AFG,38041757.0,Asia,7.05277624,38
2,2020-12-12,12,12,2020,113,11,Afghanistan,AFG,38041757.0,Asia,6.86876792,38
3,2020-11-12,11,12,2020,63,10,Afghanistan,AFG,38041757.0,Asia,7.13426564,38
4,2020-10-12,10,12,2020,202,16,Afghanistan,AFG,38041757.0,Asia,6.96865815,38
5,2020-09-12,9,12,2020,135,13,Afghanistan,AFG,38041757.0,Asia,6.96340077,38
6,2020-08-12,8,12,2020,200,6,Afghanistan,AFG,38041757.0,Asia,7.09483529,38
7,2020-07-12,7,12,2020,210,26,Afghanistan,AFG,38041757.0,Asia,7.21575505,38
8,2020-06-12,6,12,2020,234,10,Afghanistan,AFG,38041757.0,Asia,7.32616004,38
9,2020-05-12,5,12,2020,235,18,Afghanistan,AFG,38041757.0,Asia,7.11586481,38
10,2020-04-12,4,12,2020,119,5,Afghanistan,AFG,38041757.0,Asia,7.10797874,38
11,2020-03-12,3,12,2020,202,19,Afghanistan,AFG,38041757.0,Asia,7.53645527,38
12,2020-02-12,2,12,2020,400,48,Afghanistan,AFG,38041757.0,Asia,7.00545982,38
13,2020-01-12,1,12,2020,272,11,Afghanistan,AFG,38041757.0,Asia,6.96077208,38
14,2020-11-30,30,11,2020,0,0,Afghanistan,AFG,38041757.0,Asia,6.41663317,38
15,2020-11-29,29,11,2020,228,11,Afghanistan,AFG,38041757.0,Asia,6.8451097,38
16,2020-11-28,28,11,2020,214,15,Afghanistan,AFG,38041757.0,Asia,6.78464983,38
17,2020-11-27,27,11,2020,0,0,Afghanistan,AFG,38041757.0,Asia,6.39560365,38
18,2020-11-26,26,11,2020,200,12,Afghanistan,AFG,38041757.0,Asia,7.34193218,38
19,2020-11-25,25,11,2020,185,13,Afghanistan,AFG,38041757.0,Asia,7.1999829,38
20,2020-11-24,24,11,2020,246,17,Afghanistan,AFG,38041757.0,Asia,6.71367519,38
21,2020-11-23,23,11,2020,252,8,Afghanistan,AFG,38041757.0,Asia,6.655844,38
22,2020-11-22,22,11,2020,154,12,Afghanistan,AFG,38041757.0,Asia,6.20370926,38
23,2020-11-21,21,11,2020,232,25,Afghanistan,AFG,38041757.0,Asia,6.13010593,38
24,2020-11-20,20,11,2020,282,5,Afghanistan,AFG,38041757.0,Asia,5.6727138,38
25,2020-11-19,19,11,2020,0,0,Afghanistan,AFG,38041757.0,Asia,5.03657073,38
26,2020-11-18,18,11,2020,383,13,Afghanistan,AFG,38041757.0,Asia,5.35464227,38
27,2020-11-17,17,11,2020,65,6,Afghanistan,AFG,38041757.0,Asia,4.57392123,38
28,2020-11-16,16,11,2020,163,9,Afghanistan,AFG,38041757.0,Asia,4.65278194,38
29,2020-11-15,15,11,2020,205,12,Afghanistan,AFG,38041757.0,Asia,4.57129254,38
30,2020-11-14,14,11,2020,66,10,Afghanistan,AFG,38041757.0,Asia,4.23219148,38
31,2020-11-13,13,11,2020,360,14,Afghanistan,AFG,38041757.0,Asia,4.47140231,38
32,2020-12-11,12,11,2020,146,4,Afghanistan,AFG,38041757.0,Asia,3.84840269,38
33,2020-11-11,11,11,2020,0,0,Afghanistan,AFG,38041757.0,Asia,3.4646139,38
34,2020-10-11,10,11,2020,224,12,Afghanistan,AFG,38041757.0,Asia,3.76165591,38
35,2020-09-11,9,11,2020,80,3,Afghanistan,AFG,38041757.0,Asia,3.69593865,38
36,2020-08-11,8,11,2020,126,6,Afghanistan,AFG,38041757.0,Asia,3.65650829,38
37,2020-07-11,7,11,2020,58,2,Afghanistan,AFG,38041757.0,Asia,3.53821723,38
38,2020-06-11,6,11,2020,40,0,Afghanistan,AFG,38041757.0,Asia,3.5461033,38
39,2020-05-11,5,11,2020,121,6,Afghanistan,AFG,38041757.0,Asia,3.74588377,38
40,2020-04-11,4,11,2020,86,4,Afghanistan,AFG,38041757.0,Asia,3.78268543,38
41,2020-03-11,3,11,2020,95,3,Afghanistan,AFG,38041757.0,Asia,3.78794281,38
42,2020-02-11,2,11,2020,132,5,Afghanistan,AFG,38041757.0,Asia,3.76691329,38
43,2020-01-11,1,11,2020,76,0,Afghanistan,AFG,38041757.0,Asia,3.57501889,38
44,2020-10-31,31,10,2020,157,4,Afghanistan,AFG,38041757.0,Asia,3.55398937,38
45,2020-10-30,30,10,2020,123,3,Afghanistan,AFG,38041757.0,Asia,3.26483343,38
46,2020-10-29,29,10,2020,0,0,Afghanistan,AFG,38041757.0,Asia,2.94150452,38
47,2020-10-28,28,10,2020,113,7,Afghanistan,AFG,38041757.0,Asia,3.02562261,38
48,2020-10-27,27,10,2020,199,8,Afghanistan,AFG,38041757.0,Asia,2.90207416,38
49,2020-10-26,26,10,2020,65,3,Afghanistan,AFG,38041757.0,Asia,2.71806583,38
50,2020-10-25,25,10,2020,81,4,Afghanistan,AFG,38041757.0,Asia,2.79955524,38
51,2020-10-24,24,10,2020,61,2,Afghanistan,AFG,38041757.0,Asia,2.58663132,38
52,2020-10-23,23,10,2020,116,4,Afghanistan,AFG,38041757.0,Asia,2.45256811,38
53,2020-10-22,22,10,2020,135,2,Afghanistan,AFG,38041757.0,Asia,2.35004918,38
54,2020-10-21,21,10,2020,88,2,Afghanistan,AFG,38041757.0,Asia,2.17392693,38
55,2020-10-20,20,10,2020,87,5,Afghanistan,AFG,38041757.0,Asia,2.10558098,38
56,2020-10-19,19,10,2020,59,4,Afghanistan,AFG,38041757.0,Asia,2.25804502,38
57,2020-10-18,18,10,2020,68,3,Afghanistan,AFG,38041757.0,Asia,2.21861467,38
58,2020-10-17,17,10,2020,47,4,Afghanistan,AFG,38041757.0,Asia,2.05826455,38
59,2020-10-16,16,10,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.94785956,38
60,2020-10-15,15,10,2020,32,1,Afghanistan,AFG,38041757.0,Asia,1.99254729,38
61,2020-10-14,14,10,2020,66,0,Afghanistan,AFG,38041757.0,Asia,1.94523087,38
62,2020-10-13,13,10,2020,129,3,Afghanistan,AFG,38041757.0,Asia,1.81116766,38
63,2020-12-10,12,10,2020,96,4,Afghanistan,AFG,38041757.0,Asia,1.50361089,38
64,2020-11-10,11,10,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.25125661,38
65,2020-10-10,10,10,2020,10,1,Afghanistan,AFG,38041757.0,Asia,1.34326078,38
66,2020-09-10,9,10,2020,77,2,Afghanistan,AFG,38041757.0,Asia,1.33274601,38
67,2020-08-10,8,10,2020,68,1,Afghanistan,AFG,38041757.0,Asia,1.1723959,38
68,2020-07-10,7,10,2020,62,2,Afghanistan,AFG,38041757.0,Asia,1.05936222,38
69,2020-06-10,6,10,2020,145,5,Afghanistan,AFG,38041757.0,Asia,1.08302043,38
70,2020-05-10,5,10,2020,44,0,Afghanistan,AFG,38041757.0,Asia,0.78072104,38
71,2020-04-10,4,10,2020,7,4,Afghanistan,AFG,38041757.0,Asia,0.66505866,38
72,2020-03-10,3,10,2020,5,0,Afghanistan,AFG,38041757.0,Asia,0.97524412,38
73,2020-02-10,2,10,2020,17,0,Afghanistan,AFG,38041757.0,Asia,1.08564912,38
74,2020-01-10,1,10,2020,14,0,Afghanistan,AFG,38041757.0,Asia,1.04096138,38
75,2020-09-30,30,9,2020,15,2,Afghanistan,AFG,38041757.0,Asia,1.04884745,38
76,2020-09-29,29,9,2020,12,3,Afghanistan,AFG,38041757.0,Asia,1.11456471,38
77,2020-09-28,28,9,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.34326078,38
78,2020-09-27,27,9,2020,35,0,Afghanistan,AFG,38041757.0,Asia,1.54041255,38
79,2020-09-26,26,9,2020,6,2,Afghanistan,AFG,38041757.0,Asia,1.54041255,38
80,2020-09-25,25,9,2020,16,0,Afghanistan,AFG,38041757.0,Asia,1.61401588,38
81,2020-09-24,24,9,2020,25,5,Afghanistan,AFG,38041757.0,Asia,1.64556017,38
82,2020-09-23,23,9,2020,71,2,Afghanistan,AFG,38041757.0,Asia,1.64293148,38
83,2020-09-22,22,9,2020,30,3,Afghanistan,AFG,38041757.0,Asia,1.52464041,38
84,2020-09-21,21,9,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.69813397,38
85,2020-09-20,20,9,2020,125,4,Afghanistan,AFG,38041757.0,Asia,1.89265706,38
86,2020-09-19,19,9,2020,47,1,Afghanistan,AFG,38041757.0,Asia,1.61664457,38
87,2020-09-18,18,9,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.53515517,38
88,2020-09-17,17,9,2020,17,0,Afghanistan,AFG,38041757.0,Asia,1.65344624,38
89,2020-09-16,16,9,2020,40,10,Afghanistan,AFG,38041757.0,Asia,1.70864874,38
90,2020-09-15,15,9,2020,99,6,Afghanistan,AFG,38041757.0,Asia,1.62715933,38
91,2020-09-14,14,9,2020,75,0,Afghanistan,AFG,38041757.0,Asia,1.45629446,38
92,2020-09-13,13,9,2020,35,0,Afghanistan,AFG,38041757.0,Asia,1.3090878,38
93,2020-12-09,12,9,2020,34,0,Afghanistan,AFG,38041757.0,Asia,1.22496971,38
94,2020-11-09,11,9,2020,28,0,Afghanistan,AFG,38041757.0,Asia,1.16450983,38
95,2020-10-09,10,9,2020,24,2,Afghanistan,AFG,38041757.0,Asia,1.09879257,38
96,2020-09-09,9,9,2020,26,3,Afghanistan,AFG,38041757.0,Asia,1.18028197,38
97,2020-08-09,8,9,2020,96,3,Afghanistan,AFG,38041757.0,Asia,1.11456471,38
98,2020-07-09,7,9,2020,74,2,Afghanistan,AFG,38041757.0,Asia,1.04884745,38
99,2020-06-09,6,9,2020,20,0,Afghanistan,AFG,38041757.0,Asia,0.85432437,38
100,2020-05-09,5,9,2020,16,0,Afghanistan,AFG,38041757.0,Asia,1.07776305,38
101,2020-04-09,4,9,2020,45,1,Afghanistan,AFG,38041757.0,Asia,1.13559424,38
102,2020-03-09,3,9,2020,38,3,Afghanistan,AFG,38041757.0,Asia,1.27228614,38
103,2020-02-09,2,9,2020,9,0,Afghanistan,AFG,38041757.0,Asia,1.59298636,38
104,2020-01-09,1,9,2020,34,4,Afghanistan,AFG,38041757.0,Asia,1.56932815,38
105,2020-08-31,31,8,2020,19,0,Afghanistan,AFG,38041757.0,Asia,1.48783875,38
106,2020-08-30,30,8,2020,3,0,Afghanistan,AFG,38041757.0,Asia,1.55618469,38
107,2020-08-29,29,8,2020,11,1,Afghanistan,AFG,38041757.0,Asia,1.86374147,38
108,2020-08-28,28,8,2020,3,0,Afghanistan,AFG,38041757.0,Asia,1.85322671,38
109,2020-08-27,27,8,2020,55,4,Afghanistan,AFG,38041757.0,Asia,2.05300717,38
110,2020-08-26,26,8,2020,1,0,Afghanistan,AFG,38041757.0,Asia,2.10820967,38
111,2020-08-25,25,8,2020,71,10,Afghanistan,AFG,38041757.0,Asia,2.67074941,38
112,2020-08-24,24,8,2020,0,0,Afghanistan,AFG,38041757.0,Asia,2.48411239,38
113,2020-08-23,23,8,2020,105,2,Afghanistan,AFG,38041757.0,Asia,2.48411239,38
114,2020-08-22,22,8,2020,38,0,Afghanistan,AFG,38041757.0,Asia,2.31061883,38
115,2020-08-21,21,8,2020,97,2,Afghanistan,AFG,38041757.0,Asia,2.41576644,38
116,2020-08-20,20,8,2020,160,8,Afghanistan,AFG,38041757.0,Asia,2.26855978,38
117,2020-08-19,19,8,2020,0,0,Afghanistan,AFG,38041757.0,Asia,2.02409158,38
118,2020-08-18,18,8,2020,3,0,Afghanistan,AFG,38041757.0,Asia,2.23964419,38
119,2020-08-17,17,8,2020,45,5,Afghanistan,AFG,38041757.0,Asia,2.32901966,38
120,2020-08-16,16,8,2020,120,7,Afghanistan,AFG,38041757.0,Asia,2.21072859,38
121,2020-08-15,15,8,2020,7,0,Afghanistan,AFG,38041757.0,Asia,1.89528575,38
122,2020-08-14,14,8,2020,79,9,Afghanistan,AFG,38041757.0,Asia,2.3185049,38
123,2020-08-13,13,8,2020,76,10,Afghanistan,AFG,38041757.0,Asia,2.29747538,38
124,2020-12-08,12,8,2020,215,32,Afghanistan,AFG,38041757.0,Asia,2.09769491,38
125,2020-11-08,11,8,2020,0,0,Afghanistan,AFG,38041757.0,Asia,1.80328159,38
126,2020-10-08,10,8,2020,0,0,Afghanistan,AFG,38041757.0,Asia,2.07929408,38
127,2020-09-08,9,8,2020,39,5,Afghanistan,AFG,38041757.0,Asia,2.35793526,38
128,2020-08-08,8,8,2020,78,9,Afghanistan,AFG,38041757.0,Asia,2.57348786,38
129,2020-07-08,7,8,2020,41,0,Afghanistan,AFG,38041757.0,Asia,2.65234858,38
130,2020-06-08,6,8,2020,67,4,Afghanistan,AFG,38041757.0,Asia,2.57874525,38
131,2020-05-08,5,8,2020,82,6,Afghanistan,AFG,38041757.0,Asia,2.89681678,38
132,2020-04-08,4,8,2020,37,4,Afghanistan,AFG,38041757.0,Asia,2.97567749,38
133,2020-03-08,3,8,2020,0,1,Afghanistan,AFG,38041757.0,Asia,3.2464326,38
134,2020-02-08,2,8,2020,0,0,Afghanistan,AFG,38041757.0,Asia,3.70382472,38
135,2020-01-08,1,8,2020,168,12,Afghanistan,AFG,38041757.0,Asia,3.73536901,38
136,2020-07-31,31,7,2020,71,0,Afghanistan,AFG,38041757.0,Asia,3.86943221,38
137,2020-07-30,30,7,2020,0,0,Afghanistan,AFG,38041757.0,Asia,3.88257567,38
138,2020-07-29,29,7,2020,103,1,Afghanistan,AFG,38041757.0,Asia,4.55026302,38
139,2020-07-28,28,7,2020,105,1,Afghanistan,AFG,38041757.0,Asia,5.02868466,38
140,2020-07-27,27,7,2020,106,10,Afghanistan,AFG,38041757.0,Asia,4.76318694,38
141,2020-07-26,26,7,2020,121,13,Afghanistan,AFG,38041757.0,Asia,4.48454576,38
142,2020-07-25,25,7,2020,108,35,Afghanistan,AFG,38041757.0,Asia,4.38991291,38
143,2020-07-24,24,7,2020,13,0,Afghanistan,AFG,38041757.0,Asia,5.30995453,38
144,2020-07-23,23,7,2020,188,21,Afghanistan,AFG,38041757.0,Asia,5.9460976,38
145,2020-07-22,22,7,2020,112,4,Afghanistan,AFG,38041757.0,Asia,5.60699654,38
146,2020-07-21,21,7,2020,140,5,Afghanistan,AFG,38041757.0,Asia,5.8646082,38
147,2020-07-20,20,7,2020,174,17,Afghanistan,AFG,38041757.0,Asia,6.63481448,38
148,2020-07-19,19,7,2020,12,17,Afghanistan,AFG,38041757.0,Asia,6.91082696,38
149,2020-07-18,18,7,2020,219,32,Afghanistan,AFG,38041757.0,Asia,7.79406692,38
150,2020-07-17,17,7,2020,76,21,Afghanistan,AFG,38041757.0,Asia,8.01224823,38
151,2020-07-16,16,7,2020,254,49,Afghanistan,AFG,38041757.0,Asia,8.30140416,38
152,2020-07-15,15,7,2020,285,33,Afghanistan,AFG,38041757.0,Asia,8.47226904,38
153,2020-07-14,14,7,2020,4,2,Afghanistan,AFG,38041757.0,Asia,8.4564969,38
154,2020-07-13,13,7,2020,0,0,Afghanistan,AFG,38041757.0,Asia,9.15835722,38
155,2020-12-07,12,7,2020,85,16,Afghanistan,AFG,38041757.0,Asia,10.08102754,38
156,2020-11-07,11,7,2020,458,37,Afghanistan,AFG,38041757.0,Asia,10.29132277,38
157,2020-10-07,10,7,2020,255,20,Afghanistan,AFG,38041757.0,Asia,9.81290112,38
158,2020-09-07,9,7,2020,59,1,Afghanistan,AFG,38041757.0,Asia,10.35178265,38
159,2020-08-07,8,7,2020,210,16,Afghanistan,AFG,38041757.0,Asia,10.81180346,38
160,2020-07-07,7,7,2020,433,56,Afghanistan,AFG,38041757.0,Asia,11.14827583,38
161,2020-06-07,6,7,2020,279,38,Afghanistan,AFG,38041757.0,Asia,10.82494691,38
162,2020-05-07,5,7,2020,348,7,Afghanistan,AFG,38041757.0,Asia,11.16667666,38
163,2020-04-07,4,7,2020,302,12,Afghanistan,AFG,38041757.0,Asia,11.68715735,38
164,2020-03-07,3,7,2020,186,33,Afghanistan,AFG,38041757.0,Asia,11.80281973,38
165,2020-02-07,2,7,2020,319,28,Afghanistan,AFG,38041757.0,Asia,13.04356158,38
166,2020-01-07,1,7,2020,279,13,Afghanistan,AFG,38041757.0,Asia,13.68759072,38
167,2020-06-30,30,6,2020,271,12,Afghanistan,AFG,38041757.0,Asia,15.01245066,38
168,2020-06-29,29,6,2020,351,18,Afghanistan,AFG,38041757.0,Asia,16.30050894,38
169,2020-06-28,28,6,2020,165,20,Afghanistan,AFG,38041757.0,Asia,17.12328902,38
170,2020-06-27,27,6,2020,276,8,Afghanistan,AFG,38041757.0,Asia,18.15110695,38
171,2020-06-26,26,6,2020,460,36,Afghanistan,AFG,38041757.0,Asia,19.15000929,38
172,2020-06-25,25,6,2020,234,21,Afghanistan,AFG,38041757.0,Asia,19.90444343,38
173,2020-06-24,24,6,2020,338,20,Afghanistan,AFG,38041757.0,Asia,21.08735409,38
174,2020-06-23,23,6,2020,310,17,Afghanistan,AFG,38041757.0,Asia,21.62360692,38
175,2020-06-22,22,6,2020,409,12,Afghanistan,AFG,38041757.0,Asia,22.32020987,38
176,2020-06-21,21,6,2020,546,21,Afghanistan,AFG,38041757.0,Asia,23.32436959,38
177,2020-06-20,20,6,2020,346,2,Afghanistan,AFG,38041757.0,Asia,23.41900244,38
178,2020-06-19,19,6,2020,658,42,Afghanistan,AFG,38041757.0,Asia,24.91472726,38
179,2020-06-18,18,6,2020,564,13,Afghanistan,AFG,38041757.0,Asia,25.25382831,38
180,2020-06-17,17,6,2020,783,13,Afghanistan,AFG,38041757.0,Asia,25.76379424,38
181,2020-06-16,16,6,2020,761,7,Afghanistan,AFG,38041757.0,Asia,25.70070567,38
182,2020-06-15,15,6,2020,664,20,Afghanistan,AFG,38041757.0,Asia,25.13290856,38
183,2020-06-14,14,6,2020,556,5,Afghanistan,AFG,38041757.0,Asia,25.1749676,38
184,2020-06-13,13,6,2020,656,20,Afghanistan,AFG,38041757.0,Asia,25.98986161,38
185,2020-12-06,12,6,2020,747,21,Afghanistan,AFG,38041757.0,Asia,25.90311483,38
186,2020-11-06,11,6,2020,684,21,Afghanistan,AFG,38041757.0,Asia,25.46412354,38
187,2020-10-06,10,6,2020,542,15,Afghanistan,AFG,38041757.0,Asia,25.30903081,38
188,2020-09-06,9,6,2020,575,12,Afghanistan,AFG,38041757.0,Asia,25.61395889,38
189,2020-08-06,8,6,2020,791,30,Afghanistan,AFG,38041757.0,Asia,25.65601794,38
190,2020-07-06,7,6,2020,582,18,Afghanistan,AFG,38041757.0,Asia,25.11187903,38
191,2020-06-06,6,6,2020,915,9,Afghanistan,AFG,38041757.0,Asia,25.63761711,38
192,2020-05-06,5,6,2020,787,6,Afghanistan,AFG,38041757.0,Asia,24.65185822,38
193,2020-04-06,4,6,2020,758,24,Afghanistan,AFG,38041757.0,Asia,23.97891349,38
194,2020-03-06,3,6,2020,759,5,Afghanistan,AFG,38041757.0,Asia,23.27968185,38
195,2020-02-06,2,6,2020,545,8,Afghanistan,AFG,38041757.0,Asia,22.81177497,38
196,2020-01-06,1,6,2020,680,8,Afghanistan,AFG,38041757.0,Asia,22.45164439,38
197,2020-05-31,31,5,2020,866,3,Afghanistan,AFG,38041757.0,Asia,21.35285181,38
198,2020-05-30,30,5,2020,623,11,Afghanistan,AFG,38041757.0,Asia,19.07640596,38
199,2020-05-29,29,5,2020,580,8,Afghanistan,AFG,38041757.0,Asia,20.23302972,38
200,2020-05-28,28,5,2020,625,7,Afghanistan,AFG,38041757.0,Asia,19.00543132,38
201,2020-05-27,27,5,2020,658,1,Afghanistan,AFG,38041757.0,Asia,18.04333065,38
202,2020-05-26,26,5,2020,591,1,Afghanistan,AFG,38041757.0,Asia,17.04968569,38
203,2020-05-25,25,5,2020,584,2,Afghanistan,AFG,38041757.0,Asia,16.24530644,38
204,2020-05-24,24,5,2020,782,11,Afghanistan,AFG,38041757.0,Asia,15.68013801,38
205,2020-05-23,23,5,2020,540,12,Afghanistan,AFG,38041757.0,Asia,14.29481819,38
206,2020-05-22,22,5,2020,531,6,Afghanistan,AFG,38041757.0,Asia,13.44049382,38
207,2020-05-21,21,5,2020,492,9,Afghanistan,AFG,38041757.0,Asia,12.49416529,38
208,2020-05-20,20,5,2020,581,5,Afghanistan,AFG,38041757.0,Asia,11.64246962,38
209,2020-05-19,19,5,2020,408,4,Afghanistan,AFG,38041757.0,Asia,10.98266833,38
210,2020-05-18,18,5,2020,262,1,Afghanistan,AFG,38041757.0,Asia,10.40961384,38
211,2020-05-17,17,5,2020,0,0,Afghanistan,AFG,38041757.0,Asia,10.3386392,38
212,2020-05-16,16,5,2020,1063,32,Afghanistan,AFG,38041757.0,Asia,10.6908837,38
213,2020-05-15,15,5,2020,113,6,Afghanistan,AFG,38041757.0,Asia,8.32769107,38
214,2020-05-14,14,5,2020,259,3,Afghanistan,AFG,38041757.0,Asia,8.61421832,38
215,2020-05-13,13,5,2020,280,5,Afghanistan,AFG,38041757.0,Asia,8.25408774,38
216,2020-12-05,12,5,2020,285,2,Afghanistan,AFG,38041757.0,Asia,7.84401204,38
217,2020-11-05,11,5,2020,369,5,Afghanistan,AFG,38041757.0,Asia,7.54697003,38
218,2020-10-05,10,5,2020,255,6,Afghanistan,AFG,38041757.0,Asia,6.75573423,38
219,2020-09-05,9,5,2020,215,3,Afghanistan,AFG,38041757.0,Asia,6.37983151,38
220,2020-08-05,8,5,2020,171,2,Afghanistan,AFG,38041757.0,Asia,5.99867141,38
221,2020-07-05,7,5,2020,168,9,Afghanistan,AFG,38041757.0,Asia,5.82517784,38
222,2020-06-05,6,5,2020,330,5,Afghanistan,AFG,38041757.0,Asia,5.60436785,38
223,2020-05-05,5,5,2020,190,5,Afghanistan,AFG,38041757.0,Asia,4.89725015,38
224,2020-04-05,4,5,2020,235,13,Afghanistan,AFG,38041757.0,Asia,4.48980314,38
225,2020-03-05,3,5,2020,134,4,Afghanistan,AFG,38041757.0,Asia,4.10338566,38
226,2020-02-05,2,5,2020,164,4,Afghanistan,AFG,38041757.0,Asia,3.91674864,38
227,2020-01-05,1,5,2020,222,4,Afghanistan,AFG,38041757.0,Asia,3.61970663,38
228,2020-04-30,30,4,2020,122,0,Afghanistan,AFG,38041757.0,Asia,3.06242427,38
229,2020-04-29,29,4,2020,124,3,Afghanistan,AFG,38041757.0,Asia,2.92573237,38
230,2020-04-28,28,4,2020,172,0,Afghanistan,AFG,38041757.0,Asia,2.7285806,38
231,2020-04-27,27,4,2020,68,10,Afghanistan,AFG,38041757.0,Asia,2.42890989,38
232,2020-04-26,26,4,2020,112,4,Afghanistan,AFG,38041757.0,Asia,2.38685085,38
233,2020-04-25,25,4,2020,70,1,Afghanistan,AFG,38041757.0,Asia,2.181813,38
234,2020-04-24,24,4,2020,105,2,Afghanistan,AFG,38041757.0,Asia,2.09506622,38
235,2020-04-23,23,4,2020,84,4,Afghanistan,AFG,38041757.0,Asia,1.97940384,38
236,2020-04-22,22,4,2020,61,1,Afghanistan,AFG,38041757.0,Asia,1.90580051,38
237,2020-04-21,21,4,2020,35,2,Afghanistan,AFG,38041757.0,Asia,1.82431111,38
238,2020-04-20,20,4,2020,88,3,Afghanistan,AFG,38041757.0,Asia,1.83219718,38
239,2020-04-19,19,4,2020,63,0,Afghanistan,AFG,38041757.0,Asia,1.67710445,38
240,2020-04-18,18,4,2020,51,1,Afghanistan,AFG,38041757.0,Asia,1.60350112,38
241,2020-04-17,17,4,2020,10,4,Afghanistan,AFG,38041757.0,Asia,1.46943791,38
242,2020-04-16,16,4,2020,70,2,Afghanistan,AFG,38041757.0,Asia,1.55618469,38
243,2020-04-15,15,4,2020,49,2,Afghanistan,AFG,38041757.0,Asia,1.44052232,38
244,2020-04-14,14,4,2020,58,3,Afghanistan,AFG,38041757.0,Asia,1.37743375,38
245,2020-04-13,13,4,2020,52,0,Afghanistan,AFG,38041757.0,Asia,1.29594435,38
246,2020-12-04,12,4,2020,34,3,Afghanistan,AFG,38041757.0,Asia,1.18028197,38
247,2020-11-04,11,4,2020,37,0,Afghanistan,AFG,38041757.0,Asia,1.13033686,38
248,2020-10-04,10,4,2020,61,1,Afghanistan,AFG,38041757.0,Asia,1.07513436,38
249,2020-09-04,9,4,2020,56,3,Afghanistan,AFG,38041757.0,Asia,0.91478425,38
250,2020-08-04,8,4,2020,30,4,Afghanistan,AFG,38041757.0,Asia,0.85432437,38
251,2020-07-04,7,4,2020,38,0,Afghanistan,AFG,38041757.0,Asia,0.78072104,38
252,2020-06-04,6,4,2020,29,2,Afghanistan,AFG,38041757.0,Asia,0.69660295,38
253,2020-05-04,5,4,2020,35,1,Afghanistan,AFG,38041757.0,Asia,0.64665783,38
254,2020-04-04,4,4,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.55465367,38
255,2020-03-04,3,4,2020,43,0,Afghanistan,AFG,38041757.0,Asia,0.55991105,38
256,2020-02-04,2,4,2020,26,0,Afghanistan,AFG,38041757.0,Asia,0.44687736,38
257,2020-01-04,1,4,2020,25,0,Afghanistan,AFG,38041757.0,Asia,0.37853141,38
258,2020-03-31,31,3,2020,27,0,Afghanistan,AFG,38041757.0,Asia,0.31544284,38
259,2020-03-30,30,3,2020,8,1,Afghanistan,AFG,38041757.0,Asia,0.25761166,38
260,2020-03-29,29,3,2020,15,1,Afghanistan,AFG,38041757.0,Asia,0.25235427,38
261,2020-03-28,28,3,2020,16,1,Afghanistan,AFG,38041757.0,Asia,0.22080999,38
262,2020-03-27,27,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.18663702,38
263,2020-03-26,26,3,2020,33,0,Afghanistan,AFG,38041757.0,Asia,0.19452309,38
264,2020-03-25,25,3,2020,2,0,Afghanistan,AFG,38041757.0,Asia,0.1077763,38
265,2020-03-24,24,3,2020,6,1,Afghanistan,AFG,38041757.0,Asia,0.10251892,38
266,2020-03-23,23,3,2020,10,0,Afghanistan,AFG,38041757.0,Asia,0.08674678,38
267,2020-03-22,22,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.06045988,38
268,2020-03-21,21,3,2020,2,0,Afghanistan,AFG,38041757.0,Asia,0.06045988,38
269,2020-03-20,20,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.0552025,38
270,2020-03-19,19,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.05783119,38
271,2020-03-18,18,3,2020,1,0,Afghanistan,AFG,38041757.0,Asia,0.05783119,38
272,2020-03-17,17,3,2020,5,0,Afghanistan,AFG,38041757.0,Asia,0.0552025,38
273,2020-03-16,16,3,2020,6,0,Afghanistan,AFG,38041757.0,Asia,0.04205905,38
274,2020-03-15,15,3,2020,3,0,Afghanistan,AFG,38041757.0,Asia,0.0262869,38
275,2020-11-03,11,3,2020,3,0,Afghanistan,AFG,38041757.0,Asia,0.01840083,38
276,2020-08-03,8,3,2020,3,0,Afghanistan,AFG,38041757.0,Asia,0.01051476,38
277,2020-02-03,2,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
278,2020-01-03,1,3,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
279,2020-02-29,29,2,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
280,2020-02-28,28,2,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
281,2020-02-27,27,2,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
282,2020-02-26,26,2,2020,0,0,Afghanistan,AFG,38041757.0,Asia,0.00262869,38
